UDI,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF,Mechanical_Power,Temp_Diff,Tool_Stress
5351,Product_3,M,303.4,312.8,1622,35.1,107,0,0,0,0,0,0,56932.2,9.4,3755.7
3308,Product_10,M,301.4,310.5,1563,39.9,83,0,0,0,0,0,0,62363.7,9.1,3311.7
3319,Product_1,L,301.4,310.4,1436,49.7,108,0,0,0,0,0,0,71369.2,9,5367.6
9951,Product_6,L,298.1,307.8,1413,54.1,113,0,0,0,0,0,0,76443.3,9.7,6113.3
3387,Product_10,H,301.5,310.8,1474,38.7,58,0,0,0,0,0,0,57043.8,9.3,2244.6
9534,Product_4,L,299.2,310.5,1705,29.5,95,0,0,0,0,0,0,50297.5,11.3,2802.5
6349,Product_10,L,300.2,309.8,1557,33.8,19,0,0,0,0,0,0,52626.6,9.6,642.2
1012,Product_8,M,296.2,307.3,1451,42.8,11,0,0,0,0,0,0,62102.8,11.1,470.8
6558,Product_3,M,301.5,310.6,1638,31.9,137,0,0,0,0,0,0,52252.2,9.1,4370.3
5788,Product_3,L,301.7,311.3,1584,38.8,132,0,0,0,0,0,0,61459.2,9.6,5121.6
4171,Product_9,M,302.2,310.6,1355,51.5,126,1,0,1,0,0,0,69782.5,8.4,6489
8987,Product_6,M,297.1,307.8,1443,43.9,137,0,0,0,0,0,0,63347.7,10.7,6014.3
7558,Product_4,M,300.4,311.5,1750,27.3,116,0,0,0,0,0,0,47775,11.1,3166.8
1575,Product_6,L,298.2,308.2,1478,50.1,166,0,0,0,0,0,0,74047.8,10,8316.6
4202,Product_7,L,302.4,311,2211,15.4,203,0,0,0,0,0,0,34049.4,8.6,3126.2
6112,Product_10,M,300.7,310.8,1486,41.2,71,0,0,0,0,0,0,61223.2,10.1,2925.2
6668,Product_3,H,301.4,310.5,1536,39.9,201,0,0,0,0,0,0,61286.4,9.1,8019.9
9044,Product_8,L,297.4,308.4,1343,40,61,0,0,0,0,0,0,53720,11,2440
842,Product_6,L,296.6,307.5,1439,45.5,199,0,0,0,0,0,0,65474.5,10.9,9054.5
5715,Product_3,L,302.2,311.8,1618,36,158,0,0,0,0,0,0,58248,9.6,5688
1692,Product_8,L,297.9,307.5,1602,38.3,21,0,0,0,0,0,0,61356.6,9.6,804.3
5148,Product_10,L,304.4,313.6,1569,38.4,11,0,0,0,0,0,0,60249.6,9.2,422.4
2667,Product_2,H,299.7,309.2,1691,27.7,203,0,0,0,0,0,0,46840.7,9.5,5623.1
2555,Product_2,L,299.3,309.1,1531,37.9,127,0,0,0,0,0,0,58024.9,9.8,4813.3
2577,Product_6,L,299.5,309.3,1523,41.5,181,0,0,0,0,0,0,63204.5,9.8,7511.5
2628,Product_1,M,299.8,309.6,1346,53.2,95,0,0,0,0,0,0,71607.2,9.8,5054
985,Product_6,L,296.3,307.1,1419,48.6,142,0,0,0,0,0,0,68963.4,10.8,6901.2
2606,Product_8,L,299.4,309.2,1552,37.4,37,0,0,0,0,0,0,58044.8,9.8,1383.8
1315,Product_5,M,299,310.3,1635,34.5,168,0,0,0,0,0,0,56407.5,11.3,5796
3840,Product_3,M,302.3,311,1578,33.5,158,0,0,0,0,0,0,52863,8.7,5293
7200,Product_1,L,300,309.9,1507,41.4,74,0,0,0,0,0,0,62389.8,9.9,3063.6
2303,Product_2,L,299.2,308.5,1515,39.8,141,0,0,0,0,0,0,60297,9.3,5611.8
7858,Product_1,L,300.5,311.9,1432,43.1,16,0,0,0,0,0,0,61719.2,11.4,689.6
5079,Product_10,M,304.3,313.4,1482,43.8,41,0,0,0,0,0,0,64911.6,9.1,1795.8
359,Product_8,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,53838.9,10.7,2495.6
7712,Product_1,L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0,72649.5,11,3940.5
3258,Product_7,L,301.2,309.9,1984,19.7,169,0,0,0,0,0,0,39084.8,8.7,3329.3
4791,Product_3,L,303.8,312.8,1443,40.7,145,0,0,0,0,0,0,58730.1,9,5901.5
4900,Product_7,L,303.6,312.3,2168,17.7,219,0,0,0,0,0,0,38373.6,8.7,3876.3
7464,Product_5,H,300.1,311.4,1518,46.9,87,0,0,0,0,0,0,71194.2,11.3,4080.3
5019,Product_10,M,303.9,313,1620,36.6,80,0,0,0,0,0,0,59292,9.1,2928
2467,Product_2,L,299,308.6,1429,37.7,126,0,0,0,0,0,0,53873.3,9.6,4750.2
3877,Product_10,L,302.6,311.8,1627,31.8,23,0,0,0,0,0,0,51738.6,9.2,731.4
2658,Product_3,M,300,309.5,1425,40.8,178,0,0,0,0,0,0,58140,9.5,7262.4
475,Product_6,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,73604.4,11.7,7470
7310,Product_5,L,300,310.4,1505,44.9,133,0,0,0,0,0,0,67574.5,10.4,5971.7
5912,Product_1,M,300.8,310.4,1288,64,3,0,0,0,0,0,0,82432,9.6,192
7091,Product_10,M,300.6,310.2,1478,40.1,5,0,0,0,0,0,0,59267.8,9.6,200.5
3296,Product_1,L,301.1,310.2,1496,43.4,54,0,0,0,0,0,0,64926.4,9.1,2343.6
7279,Product_4,H,300,310.1,1714,28.7,55,0,0,0,0,0,0,49191.8,10.1,1578.5
1958,Product_2,H,297.9,307.7,1618,35.9,92,0,0,0,0,0,0,58086.2,9.8,3302.8
8475,Product_8,M,298.5,309.7,1523,44.6,83,0,0,0,0,0,0,67925.8,11.2,3701.8
1060,Product_4,M,296.7,307.9,1874,21.3,130,0,0,0,0,0,0,39916.2,11.2,2769
4787,Product_3,L,303.8,312.6,1577,41.3,134,0,0,0,0,0,0,65130.1,8.8,5534.2
6388,Product_3,M,300.2,309.8,1487,39.2,122,0,0,0,0,0,0,58290.4,9.6,4782.4
8296,Product_4,L,298.9,310.4,1739,26.3,30,0,0,0,0,0,0,45735.7,11.5,789
1004,Product_6,L,296.2,307.1,1444,46.7,194,0,0,0,0,0,0,67434.8,10.9,9059.8
8843,Product_6,L,297.3,308.7,1492,43.6,189,0,0,0,0,0,0,65051.2,11.4,8240.4
9472,Product_4,M,298.6,309.4,1774,27.5,154,0,0,0,0,0,0,48785,10.8,4235
5490,Product_3,L,302.6,312.1,1499,35,215,0,0,0,0,0,1,52465,9.5,7525
898,Product_2,L,295.6,306.2,1612,31.2,131,0,0,0,0,0,0,50294.4,10.6,4087.2
8136,Product_5,L,299.6,311,1554,36.3,62,0,0,0,0,0,0,56410.2,11.4,2250.6
2807,Product_3,L,300,309.3,1364,41.2,104,0,0,0,0,0,0,56196.8,9.3,4284.8
1406,Product_5,L,298.9,310.1,1394,42.7,179,0,0,0,0,0,0,59523.8,11.2,7643.3
7519,Product_10,L,300.2,311.5,1500,40.8,17,0,0,0,0,0,0,61200,11.3,693.6
5693,Product_9,M,302.4,311.9,1313,55.7,102,0,0,0,0,0,0,73134.1,9.5,5681.4
432,Product_8,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,60587.4,11,1340.8
4788,Product_3,L,303.7,312.6,1396,44.1,136,0,0,0,0,0,0,61563.6,8.9,5997.6
9415,Product_6,L,298.1,308.6,1354,53.9,207,1,0,0,0,1,0,72980.6,10.5,11157.3
3023,Product_3,L,300.5,309.6,1760,30.6,213,0,0,0,0,0,0,53856,9.1,6517.8
6566,Product_3,L,301.4,310.6,1550,36.8,159,0,0,0,0,0,0,57040,9.2,5851.2
4242,Product_1,L,302.4,311,1475,47.9,79,0,0,0,0,0,0,70652.5,8.6,3784.1
7363,Product_8,L,299.5,310,1594,35.1,54,0,0,0,0,0,0,55949.4,10.5,1895.4
8006,Product_5,L,300.8,312,1477,37.3,164,0,0,0,0,0,0,55092.1,11.2,6117.2
4874,Product_3,M,303.7,312.4,1474,38.8,139,0,0,0,0,0,0,57191.2,8.7,5393.2
5787,Product_3,L,301.7,311.2,1521,36.7,130,0,0,0,0,0,0,55820.7,9.5,4771
5987,Product_9,L,300.6,310.7,1440,52.5,200,0,0,0,0,0,0,75600,10.1,10500
4699,Product_3,L,303.4,311.6,1564,41.9,137,0,0,0,0,0,0,65531.6,8.2,5740.3
8723,Product_8,L,297.2,308.6,1366,50.4,74,0,0,0,0,0,0,68846.4,11.4,3729.6
7443,Product_5,L,300,311.5,1601,36.9,35,0,0,0,0,0,0,59076.9,11.5,1291.5
5657,Product_1,M,302.3,311.5,1316,47.2,4,0,0,0,0,0,0,62115.2,9.2,188.8
1651,Product_6,M,298,307.9,1417,51,137,0,0,0,0,0,0,72267,9.9,6987
4157,Product_7,M,302,310.5,1823,25.1,87,0,0,0,0,0,0,45757.3,8.5,2183.7
9596,Product_8,H,299,310.1,1432,50,45,0,0,0,0,0,0,71600,11.1,2250
1728,Product_2,M,298.3,307.7,1602,33.4,106,0,0,0,0,0,0,53506.8,9.4,3540.4
8998,Product_2,M,297.1,307.9,1609,38.9,166,0,0,0,0,0,0,62590.1,10.8,6457.4
6893,Product_5,L,301,311.6,1440,43.3,131,0,0,0,0,0,0,62352,10.6,5672.3
4986,Product_7,M,303.8,313,1789,23.5,215,0,0,0,0,0,0,42041.5,9.2,5052.5
6535,Product_1,L,301.3,310.6,1436,44.2,76,0,0,0,0,0,0,63471.2,9.3,3359.2
4275,Product_3,L,302.4,310.6,1445,40.3,162,0,0,0,0,0,0,58233.5,8.2,6528.6
5,Product_8,L,298.2,308.7,1408,40,9,0,0,0,0,0,0,56320,10.5,360
7094,Product_1,H,300.7,310.3,1369,50.7,12,0,0,0,0,0,0,69408.3,9.6,608.4
5946,Product_1,M,300.8,310.8,1415,44.5,87,0,0,0,0,0,0,62967.5,10,3871.5
9649,Product_5,L,299.1,310.1,1416,41.2,185,0,0,0,0,0,0,58339.2,11,7622
3763,Product_3,M,302.3,311,1526,37.7,171,0,0,0,0,0,0,57530.2,8.7,6446.7
7176,Product_1,L,300.1,310.1,1569,43.5,17,0,0,0,0,0,0,68251.5,10,739.5
2104,Product_8,M,299.3,309.1,1376,46.7,49,0,0,0,0,0,0,64259.2,9.8,2288.3
7383,Product_4,L,299.8,310.4,1698,28.3,103,0,0,0,0,0,0,48053.4,10.6,2914.9
1875,Product_2,L,298.4,308.1,1598,32.7,94,0,0,0,0,0,0,52254.6,9.7,3073.8
3159,Product_3,L,300.4,309.7,1679,30.1,136,0,0,0,0,0,0,50537.9,9.3,4093.6
9728,Product_5,L,298.8,309.8,1461,39.4,141,0,0,0,0,0,0,57563.4,11,5555.4
6541,Product_1,M,301.4,310.7,1368,63.7,92,1,0,0,1,0,0,87141.6,9.3,5860.4
243,Product_6,L,298,308.2,1348,58.8,202,1,0,0,0,1,0,79262.4,10.2,11877.6
6382,Product_4,L,300.2,309.7,1771,27.1,104,0,0,0,0,0,0,47994.1,9.5,2818.4
1084,Product_2,L,297,307.8,1683,32.3,197,0,0,0,0,0,0,54360.9,10.8,6363.1
2054,Product_6,L,299.5,309.3,1382,61,140,0,0,0,0,0,0,84302,9.8,8540
5634,Product_9,L,302.7,312.2,1447,47.5,166,0,0,0,0,0,0,68732.5,9.5,7885
1354,Product_8,M,298.6,310.1,1444,48.1,39,0,0,0,0,0,0,69456.4,11.5,1875.9
3145,Product_10,M,300.6,310,1478,36.3,95,0,0,0,0,0,0,53651.4,9.4,3448.5
2619,Product_1,M,299.4,309.1,1461,48.6,70,0,0,0,0,0,0,71004.6,9.7,3402
2103,Product_1,L,299.3,309.3,1325,62,47,0,0,0,0,0,0,82150,10,2914
7181,Product_10,M,300.2,310.2,1628,30.3,27,0,0,0,0,0,0,49328.4,10,818.1
3619,Product_1,L,301.9,311.1,1448,46.3,14,0,0,0,0,0,0,67042.4,9.2,648.2
4756,Product_1,L,303.4,311.7,1295,51.3,51,1,0,1,0,0,0,66433.5,8.3,2616.3
5959,Product_5,L,300.6,310.8,1533,38.5,117,0,0,0,0,0,0,59020.5,10.2,4504.5
6317,Product_3,L,300.9,310.4,1544,36,148,0,0,0,0,0,0,55584,9.5,5328
2818,Product_3,L,300.2,309.5,1417,41.1,129,0,0,0,0,0,0,58238.7,9.3,5301.9
9270,Product_1,L,298.2,308.8,1354,60.9,32,0,0,0,0,0,0,82458.6,10.6,1948.8
2694,Product_10,M,300.1,309.6,1622,36.1,43,0,0,0,0,0,0,58554.2,9.5,1552.3
638,Product_5,L,298.2,309.7,1585,37.4,118,0,0,0,0,0,0,59279,11.5,4413.2
2271,Product_1,L,299.3,308.6,1437,48.1,67,0,0,0,0,0,0,69119.7,9.3,3222.7
1983,Product_2,M,298,307.7,1487,41.3,160,0,0,0,0,0,0,61413.1,9.7,6608
4903,Product_3,L,303.6,312.3,1616,29.3,226,0,0,0,0,0,0,47348.8,8.7,6621.8
366,Product_6,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,77797.5,10.8,5060
2105,Product_8,M,299.3,309.1,1600,35.3,52,0,0,0,0,0,0,56480,9.8,1835.6
5325,Product_10,M,303.4,312.8,1526,30.8,37,0,0,0,0,0,0,47000.8,9.4,1139.6
4288,Product_3,M,301.7,309.9,1457,39.2,192,0,0,0,0,0,0,57114.4,8.2,7526.4
5384,Product_3,L,302.8,312.3,1504,40.3,204,0,0,0,0,0,0,60611.2,9.5,8221.2
3164,Product_3,L,300.4,309.8,1549,38.9,150,0,0,0,0,0,0,60256.1,9.4,5835
7874,Product_5,L,300.7,312.4,1470,38.6,56,0,0,0,0,0,0,56742,11.7,2161.6
4161,Product_10,M,302,310.4,1608,33.1,97,0,0,0,0,0,0,53224.8,8.4,3210.7
1345,Product_4,L,298.5,310.1,1809,28.9,20,0,0,0,0,0,0,52280.1,11.6,578
9556,Product_5,H,299.4,310.8,1585,31.4,149,0,0,0,0,0,0,49769,11.4,4678.6
1344,Product_8,L,298.5,310.2,1676,32.7,18,0,0,0,0,0,0,54805.2,11.7,588.6
9804,Product_2,L,298.4,309.2,1692,29.8,137,0,0,0,0,0,0,50421.6,10.8,4082.6
6648,Product_7,L,301.5,310.5,1927,22.4,149,0,0,0,0,0,0,43164.8,9,3337.6
5500,Product_1,H,302.9,312.3,1417,48.7,26,0,0,0,0,0,0,69007.9,9.4,1266.2
9590,Product_8,L,299.2,310.4,1472,43.3,32,0,0,0,0,0,0,63737.6,11.2,1385.6
6758,Product_7,L,301.8,311.2,1822,26.2,204,0,0,0,0,0,0,47736.4,9.4,5344.8
262,Product_8,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,53093.4,10.1,802.5
6980,Product_9,L,300.9,311.2,1353,60.4,139,0,0,0,0,0,0,81721.2,10.3,8395.6
2973,Product_1,M,300.6,309.4,1432,44.2,84,0,0,0,0,0,0,63294.4,8.8,3712.8
1525,Product_8,L,298.2,309,1601,35.8,43,0,0,0,0,0,0,57315.8,10.8,1539.4
6643,Product_3,L,301.6,310.6,1431,37.5,137,0,0,0,0,0,0,53662.5,9,5137.5
7170,Product_1,L,300.3,310.2,1492,52.3,2,0,0,0,0,0,0,78031.6,9.9,104.6
4566,Product_1,H,302.7,310.8,1275,55,25,1,0,1,0,0,0,70125,8.1,1375
4577,Product_7,M,302.9,311.1,1926,21.8,58,0,0,0,0,0,0,41986.8,8.2,1264.4
8835,Product_6,L,297.4,308.8,1473,46.2,167,0,0,0,0,0,0,68052.6,11.4,7715.4
399,Product_6,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,65487.2,10.9,7368.4
6289,Product_1,L,301,310.5,1317,50.9,75,0,0,0,0,0,0,67035.3,9.5,3817.5
4653,Product_1,L,303.1,311.2,1452,52.9,11,0,0,0,0,0,0,76810.8,8.1,581.9
9831,Product_6,L,298.3,309.3,1337,56.1,206,1,0,0,0,1,0,75005.7,11,11556.6
9887,Product_4,L,298.8,309.6,1903,22.3,145,0,0,0,0,0,0,42436.9,10.8,3233.5
4014,Product_3,M,302.2,311.1,1728,34,179,0,0,0,0,0,0,58752,8.9,6086
5215,Product_3,L,303.7,312.7,1572,37.2,192,0,0,0,0,0,0,58478.4,9,7142.4
405,Product_6,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,59532.3,11.3,8445.6
3652,Product_1,L,302.1,311.5,1444,44.9,97,0,0,0,0,0,0,64835.6,9.4,4355.3
593,Product_2,H,297.5,309.5,1668,27.9,240,0,0,0,0,0,0,46537.2,12,6696
690,Product_8,H,297.6,309,1354,55.6,46,0,0,0,0,0,0,75282.4,11.4,2557.6
9317,Product_2,H,298.5,309.4,1417,41.2,155,0,0,0,0,0,0,58380.4,10.9,6386
4585,Product_10,L,302.8,311.1,1550,32.3,76,0,0,0,0,0,0,50065,8.3,2454.8
6510,Product_10,L,301.1,310.1,1564,36.8,7,0,0,0,0,0,0,57555.2,9,257.6
7873,Product_5,L,300.6,312.3,1532,37.2,54,0,0,0,0,0,0,56990.4,11.7,2008.8
1029,Product_8,L,296.3,307.4,1472,39.9,51,0,0,0,0,0,0,58732.8,11.1,2034.9
9490,Product_6,L,298.9,309.7,1407,41.9,207,0,0,0,0,0,0,58953.3,10.8,8673.3
4142,Product_10,H,301.7,310.1,1462,38.3,49,0,0,0,0,0,0,55994.6,8.4,1876.7
653,Product_6,L,297.7,309.2,1391,44.5,159,0,0,0,0,0,0,61899.5,11.5,7075.5
6213,Product_1,L,300.8,310.6,1402,53.7,93,0,0,0,0,0,0,75287.4,9.8,4994.1
2002,Product_8,L,298.4,308.2,1604,34.9,11,0,0,0,0,0,0,55979.6,9.8,383.9
4744,Product_1,L,303.3,311.3,1409,51.8,16,0,0,0,0,0,0,72986.2,8,828.8
977,Product_6,M,296,306.6,1392,51.3,124,0,0,0,0,0,0,71409.6,10.6,6361.2
2213,Product_2,L,299.7,309.1,1475,40,123,0,0,0,0,0,0,59000,9.4,4920
4405,Product_1,M,302.4,310.2,1485,45.9,50,0,0,0,0,0,0,68161.5,7.8,2295
542,Product_6,L,297.4,309.4,1296,52.3,96,0,0,0,0,0,0,67780.8,12,5020.8
7403,Product_5,M,299.8,310.8,1463,43.5,156,0,0,0,0,0,0,63640.5,11,6786
6211,Product_1,L,300.8,310.5,1434,44.5,89,0,0,0,0,0,0,63813,9.7,3960.5
4432,Product_9,H,302.3,310.2,1443,54.6,120,0,0,0,0,0,0,78787.8,7.9,6552
7776,Product_10,L,300.3,311.5,1663,33.6,38,0,0,0,0,0,0,55876.8,11.2,1276.8
3202,Product_1,L,300.2,309.1,1479,47,22,0,0,0,0,0,0,69513,8.9,1034
7469,Product_5,L,300.3,311.6,1560,37.7,107,0,0,0,0,0,0,58812,11.3,4033.9
8197,Product_5,L,299.4,310.8,1622,33.6,217,0,0,0,0,0,0,54499.2,11.4,7291.2
6741,Product_9,L,301.8,311.2,1417,55.9,156,0,0,0,0,0,0,79210.3,9.4,8720.4
4823,Product_10,L,303.5,311.9,1565,38.9,12,0,0,0,0,0,0,60878.5,8.4,466.8
1326,Product_5,H,298.8,310.1,1567,36.8,197,0,0,0,0,0,0,57665.6,11.3,7249.6
2823,Product_3,L,300.3,309.6,1593,38.1,140,0,0,0,0,0,0,60693.3,9.3,5334
6246,Product_3,L,300.9,310.4,1445,41.7,180,0,0,0,0,0,0,60256.5,9.5,7506
5378,Product_7,L,302.9,312.4,2030,19.1,192,0,0,0,0,0,0,38773,9.5,3667.2
9469,Product_6,L,298.6,309.4,1375,55.4,145,0,0,0,0,0,0,76175,10.8,8033
9961,Product_2,L,298.2,307.8,1575,35,137,0,0,0,0,0,0,55125,9.6,4795
2444,Product_8,L,299.1,308.5,1647,35,74,0,0,0,0,0,0,57645,9.4,2590
4414,Product_1,M,302.7,310.5,1398,47.3,70,0,0,0,0,0,0,66125.4,7.8,3311
4472,Product_10,L,302.8,310.6,1670,29.1,2,0,0,0,0,0,0,48597,7.8,58.2
7042,Product_10,L,300.6,310.5,1470,37.7,98,0,0,0,0,0,0,55419,9.9,3694.6
4697,Product_3,L,303.4,311.6,1449,41.7,132,0,0,0,0,0,0,60423.3,8.2,5504.4
915,Product_2,M,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,61630.8,10.5,7226.8
7063,Product_9,M,300.6,310.4,1407,51.1,157,0,0,0,0,0,0,71897.7,9.8,8022.7
6504,Product_9,M,300.9,309.9,1465,42.9,209,0,0,0,0,0,0,62848.5,9,8966.1
3730,Product_1,M,302.4,311.3,1312,61.5,85,0,0,0,0,0,0,80688,8.9,5227.5
9115,Product_8,L,297.6,308.7,1476,39,44,0,0,0,0,0,0,57564,11.1,1716
7868,Product_5,L,300.5,312,1461,38.1,39,0,0,0,0,0,0,55664.1,11.5,1485.9
3322,Product_3,L,301.5,310.6,1522,41,114,0,0,0,0,0,0,62402,9.1,4674
1093,Product_8,M,296.9,307.6,1685,32,10,0,0,0,0,0,0,53920,10.7,320
3186,Product_2,L,300.1,309.3,1685,27.1,203,0,0,0,0,0,0,45663.5,9.2,5501.3
5150,Product_10,L,304.3,313.5,1452,41.5,15,0,0,0,0,0,0,60258,9.2,622.5
2532,Product_8,M,298.8,308.5,1510,38.7,66,0,0,0,0,0,0,58437,9.7,2554.2
6514,Product_10,L,301.1,310,1513,38,17,0,0,0,0,0,0,57494,8.9,646
7660,Product_5,L,300.5,311.6,1528,42.4,163,0,0,0,0,0,0,64787.2,11.1,6911.2
4244,Product_3,M,302.4,310.9,1435,42.3,83,0,0,0,0,0,0,60700.5,8.5,3510.9
6135,Product_3,L,301,311,1581,37,127,0,0,0,0,0,0,58497,10,4699
917,Product_2,M,295.3,305.8,1589,36.2,184,0,0,0,0,0,0,57521.8,10.5,6660.8
7983,Product_5,L,301,312.3,1488,42.6,107,0,0,0,0,0,0,63388.8,11.3,4558.2
5666,Product_7,L,302.3,311.4,1845,21.9,27,0,0,0,0,0,0,40405.5,9.1,591.3
130,Product_2,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,53473.7,9.6,4321.8
3256,Product_3,L,301,309.7,1491,42.9,165,0,0,0,0,0,0,63963.9,8.7,7078.5
3407,Product_3,L,301.2,310.4,1470,44,113,0,0,0,0,0,0,64680,9.2,4972
633,Product_5,H,298.3,310,1419,47.1,105,0,0,0,0,0,0,66834.9,11.7,4945.5
3219,Product_1,L,300.6,309.6,1426,53.6,66,0,0,0,0,0,0,76433.6,9,3537.6
273,Product_8,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,59953.6,10,2383.6
8570,Product_4,L,297.9,308.6,1757,27.5,118,0,0,0,0,0,0,48317.5,10.7,3245
2226,Product_6,M,299.7,309,1465,49,158,0,0,0,0,0,0,71785,9.3,7742
8301,Product_8,L,298.7,310.1,1558,37.6,44,0,0,0,0,0,0,58580.8,11.4,1654.4
5453,Product_3,M,303,312.7,1553,35.8,122,0,0,0,0,0,0,55597.4,9.7,4367.6
2788,Product_10,M,300.3,309.6,1524,38.4,54,0,0,0,0,0,0,58521.6,9.3,2073.6
9190,Product_8,L,297.9,309.1,1595,32,32,0,0,0,0,0,0,51040,11.2,1024
682,Product_8,M,297.7,309,1656,33.2,20,0,0,0,0,0,0,54979.2,11.3,664
3321,Product_7,L,301.5,310.5,2289,16.4,112,0,0,0,0,0,0,37539.6,9,1836.8
2557,Product_6,M,299.3,309.1,1449,47.9,131,0,0,0,0,0,0,69407.1,9.8,6274.9
5400,Product_9,H,302.8,312.4,1411,53.8,246,1,0,0,0,1,0,75911.8,9.6,13234.8
3539,Product_10,L,302,311.1,1635,36,23,0,0,0,0,0,0,58860,9.1,828
2475,Product_2,L,298.9,308.5,1503,40.6,145,0,0,0,0,0,0,61021.8,9.6,5887
6972,Product_5,M,300.7,311,1559,42.8,121,0,0,0,0,0,0,66725.2,10.3,5178.8
9756,Product_2,H,298.5,309.7,1561,35.3,208,0,0,0,0,0,0,55103.3,11.2,7342.4
5212,Product_9,L,303.7,312.5,1433,53.6,185,0,0,0,0,0,0,76808.8,8.8,9916
3572,Product_7,M,301.7,310.6,1691,27.7,105,0,0,0,0,0,0,46840.7,8.9,2908.5
9737,Product_6,M,298.9,310,1348,58.2,163,0,0,0,0,0,0,78453.6,11.1,9486.6
28,Product_4,H,299.1,309.4,1811,24.6,77,0,0,0,0,0,0,44550.6,10.3,1894.2
1105,Product_8,L,296.6,307.4,1389,42.7,48,0,0,0,0,0,0,59310.3,10.8,2049.6
2492,Product_6,L,299.1,308.9,1445,43.4,197,0,0,0,0,0,0,62713,9.8,8549.8
7843,Product_5,L,300.1,311.5,1659,31.1,203,0,0,0,0,0,0,51594.9,11.4,6313.3
7743,Product_9,M,300.5,311.9,1323,57.9,155,0,0,0,0,0,0,76601.7,11.4,8974.5
2472,Product_6,L,298.9,308.4,1301,51.1,138,0,0,0,0,0,0,66481.1,9.5,7051.8
9510,Product_8,M,299.2,310.4,1502,39.8,34,0,0,0,0,0,0,59779.6,11.2,1353.2
3233,Product_3,L,300.7,309.3,1580,38.3,102,0,0,0,0,0,0,60514,8.6,3906.6
5226,Product_1,M,304,313.2,1437,53.9,7,0,0,0,0,0,0,77454.3,9.2,377.3
3778,Product_3,M,302.4,311.1,1721,30.1,210,0,0,0,0,0,0,51802.1,8.7,6321
6033,Product_4,L,300.7,310.8,1754,27.7,84,0,0,0,0,0,0,48585.8,10.1,2326.8
4385,Product_9,L,301.8,309.6,1443,42.7,231,0,0,0,0,0,0,61616.1,7.8,9863.7
942,Product_8,L,295.6,306.2,1650,28.2,35,0,0,0,0,0,0,46530,10.6,987
1287,Product_5,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,0,63754.6,11.1,4150.9
6324,Product_9,L,300.7,310.1,1351,46.9,165,0,0,0,0,0,0,63361.9,9.4,7738.5
7067,Product_3,M,300.8,310.7,1572,36.2,167,0,0,0,0,0,0,56906.4,9.9,6045.4
1895,Product_4,H,297.9,307.5,1880,23.3,146,0,0,0,0,0,0,43804,9.6,3401.8
5045,Product_9,L,304.1,313.2,1412,47.5,150,0,0,0,0,0,0,67070,9.1,7125
8571,Product_2,H,297.9,308.7,1545,35.9,120,0,0,0,0,0,0,55465.5,10.8,4308
1625,Product_6,M,297.8,307.8,1310,57.9,70,0,0,0,0,0,0,75849,10,4053
7116,Product_1,M,301,310.6,1460,53.6,74,0,0,0,0,0,0,78256,9.6,3966.4
1807,Product_2,H,298,307.6,1593,32.2,118,0,0,0,0,0,0,51294.6,9.6,3799.6
7471,Product_5,L,300.4,311.6,1332,54.6,111,0,0,0,0,0,0,72727.2,11.2,6060.6
5853,Product_7,H,301.2,310.9,1798,22.3,59,0,0,0,0,0,0,40095.4,9.7,1315.7
2040,Product_2,M,299,308.9,1449,39.6,105,0,0,0,0,0,0,57380.4,9.9,4158
9367,Product_8,L,298,308.5,1461,48,68,0,0,0,0,0,0,70128,10.5,3264
6,Product_8,M,298.1,308.6,1425,41.9,11,0,0,0,0,0,0,59707.5,10.5,460.9
9734,Product_5,M,298.9,310.1,1442,42.9,153,0,0,0,0,0,0,61861.8,11.2,6563.7
6876,Product_10,M,300.8,311.2,1592,32.9,82,0,0,0,0,0,0,52376.8,10.4,2697.8
9032,Product_4,H,297.5,308.4,1793,23.9,28,0,0,0,0,0,0,42852.7,10.9,669.2
3548,Product_1,M,301.9,311,1467,48.1,43,0,0,0,0,0,0,70562.7,9.1,2068.3
1379,Product_5,H,298.8,310.2,1455,44.9,107,0,0,0,0,0,0,65329.5,11.4,4804.3
900,Product_6,H,295.6,306.2,1329,55.3,135,0,0,0,0,0,0,73493.7,10.6,7465.5
6920,Product_5,L,301,311.5,1444,39.8,197,0,0,0,0,0,0,57471.2,10.5,7840.6
8463,Product_8,M,298.7,309.8,1501,44.7,48,0,0,0,0,0,0,67094.7,11.1,2145.6
4545,Product_9,L,302.5,310.4,1349,55.1,187,1,0,1,0,0,0,74329.9,7.9,10303.7
3516,Product_3,M,301.9,311.1,1605,40,179,0,0,0,0,0,0,64200,9.2,7160
